Game,TOI,CF%,SCF%,SH%,SV%,PDO,Division
"2021-03-12 - Senators 2, Oilers 6",49.883333333333,50.48,44.0,4.17,83.87,0.88,North
"2021-03-13 - Canadiens 1, Flames 3",49.516666666667,58.54,64.86,7.41,100.0,1.074,North
"2021-03-13 - Canadiens 1, Flames 3",49.516666666667,41.46,35.14,0.0,92.59,0.926,North
"2021-03-13 - Jets 5, Maple Leafs 2",48.7,42.86,43.75,6.25,87.5,0.938,North
"2021-03-13 - Jets 5, Maple Leafs 2",48.7,57.14,56.25,12.5,93.75,1.063,North
"2021-03-13 - Oilers 1, Canucks 2",50.1,53.19,58.97,0.0,95.0,0.95,North
"2021-03-13 - Oilers 1, Canucks 2",50.1,46.81,41.03,5.0,100.0,1.05,North
"2021-03-14 - Maple Leafs 3, Senators 4",47.416666666667,45.36,45.1,13.04,96.0,1.09,North
"2021-03-14 - Maple Leafs 3, Senators 4",47.416666666667,54.64,54.9,4.0,86.96,0.91,North
"2021-03-15 - Canadiens 4, Jets 2",51.583333333333,46.6,46.81,8.7,100.0,1.087,North
"2021-03-15 - Canadiens 4, Jets 2",51.583333333333,53.4,53.19,0.0,91.3,0.913,North
"2021-03-15 - Canucks 3, Senators 2",47.183333333333,59.65,59.68,2.38,92.31,0.947,North
"2021-03-15 - Canucks 3, Senators 2",47.183333333333,40.35,40.32,7.69,97.62,1.053,North
"2021-03-15 - Oilers 3, Flames 4",50.15,50.0,50.0,16.0,86.96,1.03,North
"2021-03-15 - Oilers 3, Flames 4",50.15,50.0,50.0,13.04,84.0,0.97,North
"2021-03-17 - Canadiens 3, Jets 4",49.466666666667,61.39,57.45,6.67,88.0,0.947,North
"2021-03-17 - Canadiens 3, Jets 4",49.466666666667,38.61,42.55,12.0,93.33,1.053,North
"2021-03-17 - Canucks 3, Senators 2",52.0,61.32,62.5,7.69,92.31,1.0,North
"2021-03-17 - Canucks 3, Senators 2",52.0,38.68,37.5,7.69,92.31,1.0,North
"2021-03-17 - Oilers 7, Flames 3",50.633333333333,58.97,61.36,7.69,81.82,0.895,North
"2021-03-17 - Oilers 7, Flames 3",50.633333333333,41.03,38.64,18.18,92.31,1.105,North
"2021-03-18 - Jets 1, Oilers 2",54.35,48.15,51.52,10.0,95.24,1.052,North
"2021-03-18 - Jets 1, Oilers 2",54.35,51.85,48.48,4.76,90.0,0.948,North
"2021-03-19 - Canucks 3, Canadiens 2",50.0,53.85,57.14,0.0,92.0,0.92,North
"2021-03-19 - Canucks 3, Canadiens 2",50.0,46.15,42.86,8.0,100.0,1.08,North
"2021-03-19 - Flames 4, Maple Leafs 3",47.983333333333,35.0,23.68,23.08,85.71,1.088,North
"2021-03-19 - Flames 4, Maple Leafs 3",47.983333333333,65.0,76.32,14.29,76.92,0.912,North
"2021-03-20 - Canucks 4, Canadiens 5",56.85,67.96,77.08,8.82,76.92,0.857,North
"2021-03-20 - Canucks 4, Canadiens 5",56.85,32.04,22.92,23.08,91.18,1.143,North
"2021-03-20 - Flames 0, Maple Leafs 2",44.016666666667,45.35,39.02,0.0,91.67,0.917,North
"2021-03-20 - Flames 0, Maple Leafs 2",44.016666666667,54.65,60.98,8.33,100.0,1.083,North
"2021-03-20 - Jets 2, Oilers 4",48.566666666667,60.0,70.83,10.34,96.0,1.063,North
"2021-03-20 - Jets 2, Oilers 4",48.566666666667,40.0,29.17,4.0,89.66,0.937,North
"2021-03-22 - Flames 1, Senators 2",52.05,59.78,51.35,3.23,90.48,0.937,North
"2021-03-22 - Flames 1, Senators 2",52.05,40.22,48.65,9.52,96.77,1.063,North
"2021-03-22 - Jets 4, Canucks 0",56.0,47.79,42.86,0.0,85.71,0.857,North
"2021-03-22 - Jets 4, Canucks 0",56.0,52.21,57.14,14.29,100.0,1.143,North
"2021-03-24 - Flames 1, Senators 3",48.2,56.0,52.78,4.35,92.0,0.963,North
"2021-03-24 - Flames 1, Senators 3",48.2,44.0,47.22,8.0,95.65,1.037,North
"2021-03-24 - Jets 5, Canucks 1",48.766666666667,62.11,62.22,3.13,91.3,0.944,North
"2021-03-24 - Jets 5, Canucks 1",48.766666666667,37.89,37.78,8.7,96.88,1.056,North
"2021-03-25 - Maple Leafs 3, Senators 2",49.55,40.0,37.25,4.17,94.12,0.983,North
"2021-03-25 - Maple Leafs 3, Senators 2",49.55,60.0,62.75,5.88,95.83,1.017,North
"2021-03-26 - Jets 3, Flames 2",45.383333333333,53.85,44.44,0.0,95.24,0.952,North
"2021-03-26 - Jets 3, Flames 2",45.383333333333,46.15,55.56,4.76,100.0,1.048,North
"2021-03-27 - Jets 2, Flames 4",48.8,65.0,61.76,10.34,86.67,0.97,North
"2021-03-27 - Jets 2, Flames 4",48.8,35.0,38.24,13.33,89.66,1.03,North
"2021-03-27 - Oilers 3, Maple Leafs 4",53.9,43.21,34.21,16.67,86.96,1.036,North
"2021-03-27 - Oilers 3, Maple Leafs 4",53.9,56.79,65.79,13.04,83.33,0.964,North
"2021-03-29 - Jets 5, Flames 1",47.416666666667,52.17,55.88,0.0,78.26,0.783,North
"2021-03-29 - Jets 5, Flames 1",47.416666666667,47.83,44.12,21.74,100.0,1.217,North
"2021-03-29 - Oilers 3, Maple Leafs 2",56.0,43.96,36.73,10.0,93.33,1.033,North
"2021-03-29 - Oilers 3, Maple Leafs 2",56.0,56.04,63.27,6.67,90.0,0.967,North
"2021-03-30 - Oilers 0, Canadiens 4",45.933333333333,34.67,22.86,0.0,86.21,0.862,North
"2021-03-30 - Oilers 0, Canadiens 4",45.933333333333,65.33,77.14,13.79,100.0,1.138,North
"2021-03-31 - Maple Leafs 3, Jets 1",41.966666666667,44.29,55.88,11.76,100.0,1.118,North
"2021-03-31 - Maple Leafs 3, Jets 1",41.966666666667,55.71,44.12,0.0,88.24,0.882,North
"2021-04-01 - Canadiens 4, Senators 1",51.883333333333,60.22,54.05,8.57,100.0,1.086,North
"2021-04-01 - Canadiens 4, Senators 1",51.883333333333,39.78,45.95,0.0,91.43,0.914,North
"2021-04-02 - Flames 2, Oilers 3",46.766666666667,55.56,66.67,10.0,94.74,1.047,North
"2021-04-02 - Flames 2, Oilers 3",46.766666666667,44.44,33.33,5.26,90.0,0.953,North
"2021-04-02 - Maple Leafs 2, Jets 1",52.0,50.5,48.21,3.33,96.15,0.995,North
"2021-04-02 - Maple Leafs 2, Jets 1",52.0,49.5,51.79,3.85,96.67,1.005,North
"2021-04-03 - Senators 6, Canadiens 3",47.583333333333,55.56,50.0,8.33,86.96,0.953,North
"2021-04-03 - Senators 6, Canadiens 3",47.583333333333,44.44,50.0,13.04,91.67,1.047,North
"2021-04-04 - Maple Leafs 4, Flames 2",52.066666666667,53.76,46.81,7.14,86.67,0.938,North
"2021-04-04 - Maple Leafs 4, Flames 2",52.066666666667,46.24,53.19,13.33,92.86,1.062,North
"2021-04-05 - Maple Leafs 5, Flames 3",50.0,53.93,56.86,8.0,82.61,0.906,North
"2021-04-05 - Maple Leafs 5, Flames 3",50.0,46.07,43.14,17.39,92.0,1.094,North
"2021-04-05 - Oilers 2, Canadiens 3",51.25,36.71,27.5,6.67,92.59,0.993,North
"2021-04-05 - Oilers 2, Canadiens 3",51.25,63.29,72.5,7.41,93.33,1.007,North
"2021-04-05 - Senators 3, Jets 4",44.566666666667,34.44,29.27,14.29,91.67,1.06,North
"2021-04-05 - Senators 3, Jets 4",44.566666666667,65.56,70.73,8.33,85.71,0.94,North
"2021-04-07 - Canadiens 2, Maple Leafs 3",50.416666666667,50.47,40.68,3.45,89.66,0.931,North
"2021-04-07 - Canadiens 2, Maple Leafs 3",50.416666666667,49.53,59.32,10.34,96.55,1.069,North
"2021-04-07 - Oilers 4, Senators 2",48.75,45.65,50.0,8.7,92.0,1.007,North
"2021-04-07 - Oilers 4, Senators 2",48.75,54.35,50.0,8.0,91.3,0.993,North
"2021-04-08 - Jets 4, Canadiens 2",47.833333333333,54.95,48.84,6.25,86.36,0.926,North
"2021-04-08 - Jets 4, Canadiens 2",47.833333333333,45.05,51.16,13.64,93.75,1.074,North
"2021-04-08 - Oilers 3, Senators 1",52.416666666667,43.14,33.33,5.26,97.3,1.026,North
"2021-04-08 - Oilers 3, Senators 1",52.416666666667,56.86,66.67,2.7,94.74,0.974,North
"2021-04-10 - Jets 5, Canadiens 0",47.383333333333,41.79,47.22,0.0,84.21,0.842,North
"2021-04-10 - Jets 5, Canadiens 0",47.383333333333,58.21,52.78,15.79,100.0,1.158,North
"2021-04-10 - Oilers 0, Flames 5",48.633333333333,55.56,65.12,19.05,100.0,1.19,North
"2021-04-10 - Oilers 0, Flames 5",48.633333333333,44.44,34.88,0.0,80.95,0.81,North
"2021-04-10 - Senators 5, Maple Leafs 6",54.25,43.75,35.0,10.34,85.29,0.956,North
"2021-04-10 - Senators 5, Maple Leafs 6",54.25,56.25,65.0,14.71,89.66,1.044,North
"2021-04-12 - Jets 2, Senators 4",43.583333333333,50.0,43.33,11.11,91.67,1.028,North
"2021-04-12 - Jets 2, Senators 4",43.583333333333,50.0,56.67,8.33,88.89,0.972,North
"2021-04-12 - Maple Leafs 2, Canadiens 4",50.466666666667,50.59,51.02,9.09,90.48,0.996,North
"2021-04-12 - Maple Leafs 2, Canadiens 4",50.466666666667,49.41,48.98,9.52,90.91,1.004,North
"2021-04-13 - Flames 3, Maple Leafs 2",53.616666666667,53.49,43.75,4.55,90.91,0.955,North
"2021-04-13 - Flames 3, Maple Leafs 2",53.616666666667,46.51,56.25,9.09,95.45,1.045,North
"2021-04-14 - Flames 4, Canadiens 1",51.783333333333,52.14,57.14,9.38,96.15,1.055,North
"2021-04-14 - Flames 4, Canadiens 1",51.783333333333,47.86,42.86,3.85,90.63,0.945,North
"2021-04-14 - Jets 3, Senators 2",47.716666666667,50.0,43.33,4.76,96.0,1.008,North
"2021-04-14 - Jets 3, Senators 2",47.716666666667,50.0,56.67,4.0,95.24,0.992,North
"2021-04-15 - Jets 5, Maple Leafs 2",48.65,56.79,52.63,9.09,83.33,0.924,North
"2021-04-15 - Jets 5, Maple Leafs 2",48.65,43.21,47.37,16.67,90.91,1.076,North
"2021-04-16 - Flames 1, Canadiens 2",48.95,52.58,56.76,4.55,88.24,0.928,North
"2021-04-16 - Flames 1, Canadiens 2",48.95,47.42,43.24,11.76,95.45,1.072,North
"2021-04-17 - Oilers 3, Jets 0",43.95,50.67,62.5,5.88,100.0,1.059,North
"2021-04-17 - Oilers 3, Jets 0",43.95,49.33,37.5,0.0,94.12,0.941,North
"2021-04-17 - Senators 4, Canadiens 0",46.516666666667,60.0,58.82,0.0,77.78,0.778,North
"2021-04-17 - Senators 4, Canadiens 0",46.516666666667,40.0,41.18,22.22,100.0,1.222,North
"2021-04-18 - Maple Leafs 2, Canucks 3",48.766666666667,64.13,66.67,3.23,87.5,0.907,North
"2021-04-18 - Maple Leafs 2, Canucks 3",48.766666666667,35.87,33.33,12.5,96.77,1.093,North
"2021-04-19 - Canadiens 1, Oilers 4",47.7,52.27,55.26,10.71,95.24,1.06,North
"2021-04-19 - Canadiens 1, Oilers 4",47.7,47.73,44.74,4.76,89.29,0.94,North
"2021-04-19 - Senators 4, Flames 2",45.916666666667,58.82,58.33,9.09,92.31,1.014,North
"2021-04-19 - Senators 4, Flames 2",45.916666666667,41.18,41.67,7.69,90.91,0.986,North
"2021-04-20 - Maple Leafs 3, Canucks 6",50.133333333333,49.47,54.17,3.03,84.0,0.87,North
"2021-04-20 - Maple Leafs 3, Canucks 6",50.133333333333,50.53,45.83,16.0,96.97,1.13,North
"2021-04-21 - Canadiens 4, Oilers 3",47.683333333333,44.74,39.53,8.33,88.46,0.968,North
"2021-04-21 - Canadiens 4, Oilers 3",47.683333333333,55.26,60.47,11.54,91.67,1.032,North
"2021-04-22 - Maple Leafs 5, Jets 3",51.766666666667,45.35,48.78,11.54,88.89,1.004,North
"2021-04-22 - Maple Leafs 5, Jets 3",51.766666666667,54.65,51.22,11.11,88.46,0.996,North
"2021-04-22 - Senators 3, Canucks 0",43.6,40.74,45.0,0.0,100.0,1.0,North
"2021-04-22 - Senators 3, Canucks 0",43.6,59.26,55.0,0.0,100.0,1.0,North
"2021-04-23 - Canadiens 2, Flames 4",55.233333333333,61.73,68.29,7.14,88.89,0.96,North
"2021-04-23 - Canadiens 2, Flames 4",55.233333333333,38.27,31.71,11.11,92.86,1.04,North
"2021-04-24 - Canadiens 2, Flames 5",46.0,41.89,40.0,17.39,95.24,1.126,North
"2021-04-24 - Canadiens 2, Flames 5",46.0,58.11,60.0,4.76,82.61,0.874,North
"2021-04-24 - Maple Leafs 4, Jets 1",39.816666666667,50.0,50.0,10.0,93.75,1.038,North
"2021-04-24 - Maple Leafs 4, Jets 1",39.816666666667,50.0,50.0,6.25,90.0,0.963,North
"2021-04-24 - Senators 2, Canucks 4",41.166666666667,57.47,67.57,11.11,91.3,1.024,North
"2021-04-24 - Senators 2, Canucks 4",41.166666666667,42.53,32.43,8.7,88.89,0.976,North
"2021-04-26 - Canadiens 2, Flames 1",48.333333333333,51.35,51.72,0.0,95.0,0.95,North
"2021-04-26 - Canadiens 2, Flames 1",48.333333333333,48.65,48.28,5.0,100.0,1.05,North
"2021-04-26 - Canucks 1, Senators 2",53.983333333333,55.95,70.0,8.33,95.45,1.038,North
"2021-04-26 - Canucks 1, Senators 2",53.983333333333,44.05,30.0,4.55,91.67,0.962,North
"2021-04-26 - Oilers 6, Jets 1",54.55,45.63,40.98,22.22,100.0,1.222,North
"2021-04-26 - Oilers 6, Jets 1",54.55,54.37,59.02,0.0,77.78,0.778,North
"2021-04-28 - Canucks 3, Senators 6",48.933333333333,59.78,71.05,18.52,83.33,1.019,North
"2021-04-28 - Canucks 3, Senators 6",48.933333333333,40.22,28.95,16.67,81.48,0.981,North
"2021-04-28 - Maple Leafs 4, Canadiens 1",51.35,57.65,64.44,4.0,86.36,0.904,North
"2021-04-28 - Maple Leafs 4, Canadiens 1",51.35,42.35,35.56,13.64,96.0,1.096,North
"2021-04-28 - Oilers 3, Jets 1",51.5,52.17,56.86,0.0,96.15,0.962,North
"2021-04-28 - Oilers 3, Jets 1",51.5,47.83,43.14,3.85,100.0,1.038,North
"2021-04-29 - Canucks 1, Maple Leafs 4",54.233333333333,57.45,60.0,16.67,100.0,1.167,North
"2021-04-29 - Canucks 1, Maple Leafs 4",54.233333333333,42.55,40.0,0.0,83.33,0.833,North
"2021-04-29 - Flames 3, Oilers 1",49.85,53.85,56.41,12.0,95.83,1.078,North
"2021-04-29 - Flames 3, Oilers 1",49.85,46.15,43.59,4.17,88.0,0.922,North
"2021-04-30 - Jets 3, Canadiens 5",51.533333333333,67.44,71.43,6.45,80.0,0.865,North
"2021-04-30 - Jets 3, Canadiens 5",51.533333333333,32.56,28.57,20.0,93.55,1.135,North
"2021-05-01 - Canucks 1, Maple Leafs 5",53.716666666667,47.73,51.02,13.79,95.65,1.094,North
"2021-05-01 - Canucks 1, Maple Leafs 5",53.716666666667,52.27,48.98,4.35,86.21,0.906,North
"2021-05-01 - Flames 1, Oilers 4",45.583333333333,61.43,59.38,4.76,94.44,0.992,North
"2021-05-01 - Flames 1, Oilers 4",45.583333333333,38.57,40.63,5.56,95.24,1.008,North
"2021-05-01 - Senators 2, Canadiens 3",51.333333333333,58.88,55.17,3.13,90.91,0.94,North
"2021-05-01 - Senators 2, Canadiens 3",51.333333333333,41.12,44.83,9.09,96.88,1.06,North
"2021-05-03 - Jets 1, Senators 2",40.466666666667,37.5,22.73,9.09,100.0,1.091,North
"2021-05-03 - Jets 1, Senators 2",40.466666666667,62.5,77.27,0.0,90.91,0.909,North
"2021-05-03 - Maple Leafs 2, Canadiens 3",45.533333333333,40.58,41.18,0.0,89.47,0.895,North
"2021-05-03 - Maple Leafs 2, Canadiens 3",45.533333333333,59.42,58.82,10.53,100.0,1.105,North
"2021-05-03 - Oilers 5, Canucks 3",53.5,59.8,62.75,12.9,90.0,1.029,North
"2021-05-03 - Oilers 5, Canucks 3",53.5,40.2,37.25,10.0,87.1,0.971,North
"2021-05-04 - Oilers 4, Canucks 1",49.416666666667,51.72,57.14,9.52,95.45,1.05,North
"2021-05-04 - Oilers 4, Canucks 1",49.416666666667,48.28,42.86,4.55,90.48,0.95,North
"2021-05-05 - Canadiens 1, Senators 5",51.833333333333,56.73,52.27,3.23,80.77,0.84,North
"2021-05-05 - Canadiens 1, Senators 5",51.833333333333,43.27,47.73,19.23,96.77,1.16,North
"2021-05-05 - Jets 4, Flames 0",44.616666666667,62.69,57.89,0.0,84.62,0.846,North
"2021-05-05 - Jets 4, Flames 0",44.616666666667,37.31,42.11,15.38,100.0,1.154,North
"2021-05-06 - Canadiens 2, Maple Leafs 5",44.25,42.7,40.38,10.53,83.33,0.939,North
"2021-05-06 - Canadiens 2, Maple Leafs 5",44.25,57.3,59.62,16.67,89.47,1.061,North
"2021-05-06 - Canucks 6, Oilers 3",44.85,64.47,56.41,6.25,73.91,0.802,North
"2021-05-06 - Canucks 6, Oilers 3",44.85,35.53,43.59,26.09,93.75,1.198,North
"2021-05-08 - Canadiens 2, Maple Leafs 3",49.316666666667,46.34,44.68,11.11,88.46,0.996,North
"2021-05-08 - Canadiens 2, Maple Leafs 3",49.316666666667,53.66,55.32,11.54,88.89,1.004,North
"2021-05-08 - Canucks 3, Oilers 4",44.433333333333,58.02,58.14,7.69,88.24,0.959,North
"2021-05-08 - Canucks 3, Oilers 4",44.433333333333,41.98,41.86,11.76,92.31,1.041,North
"2021-05-08 - Senators 4, Jets 2",53.433333333333,48.04,52.73,14.29,92.59,1.069,North
"2021-05-08 - Senators 4, Jets 2",53.433333333333,51.96,47.27,7.41,85.71,0.931,North
"2021-05-09 - Senators 1, Flames 6",50.866666666667,62.96,69.05,16.13,93.75,1.099,North
"2021-05-09 - Senators 1, Flames 6",50.866666666667,37.04,30.95,6.25,83.87,0.901,North
"2021-05-10 - Canucks 3, Jets 1",49.666666666667,43.43,46.81,12.0,96.55,1.086,North
"2021-05-10 - Canucks 3, Jets 1",49.666666666667,56.57,53.19,3.45,88.0,0.914,North
"2021-05-10 - Oilers 4, Canadiens 3",54.0,47.47,34.88,9.68,88.89,0.986,North
"2021-05-10 - Oilers 4, Canadiens 3",54.0,52.53,65.12,11.11,90.32,1.014,North
"2021-05-11 - Canucks 0, Jets 5",49.5,41.25,32.0,0.0,83.87,0.839,North
"2021-05-11 - Canucks 0, Jets 5",49.5,58.75,68.0,16.13,100.0,1.161,North
"2021-05-12 - Maple Leafs 3, Senators 4",40.683333333333,53.16,50.0,11.11,91.3,1.024,North
"2021-05-12 - Maple Leafs 3, Senators 4",40.683333333333,46.84,50.0,8.7,88.89,0.976,North
"2021-05-12 - Oilers 4, Canadiens 3",54.333333333333,38.75,36.36,6.67,92.0,0.987,North
"2021-05-12 - Oilers 4, Canadiens 3",54.333333333333,61.25,63.64,8.0,93.33,1.013,North
"2021-05-13 - Canucks 1, Flames 4",49.916666666667,55.81,60.53,12.5,95.45,1.08,North
"2021-05-13 - Canucks 1, Flames 4",49.916666666667,44.19,39.47,4.55,87.5,0.92,North
"2021-05-14 - Maple Leafs 2, Jets 4",53.516666666667,59.3,55.0,6.9,85.0,0.919,North
"2021-05-14 - Maple Leafs 2, Jets 4",53.516666666667,40.7,45.0,15.0,93.1,1.081,North
"2021-05-15 - Canucks 4, Oilers 1",50.0,41.49,46.34,4.35,91.18,0.955,North
"2021-05-15 - Canucks 4, Oilers 1",50.0,58.51,53.66,8.82,95.65,1.045,North
"2021-05-16 - Flames 6, Canucks 5",40.966666666667,60.98,52.78,21.74,91.3,1.13,North
"2021-05-16 - Flames 6, Canucks 5",40.966666666667,39.02,47.22,8.7,78.26,0.87,North
"2021-05-18 - Flames 2, Canucks 4",47.416666666667,53.75,59.52,3.33,86.36,0.897,North
"2021-05-18 - Flames 2, Canucks 4",47.416666666667,46.25,40.48,13.64,96.67,1.103,North
"2021-05-19 - Canucks 2, Flames 6",44.483333333333,55.13,62.5,24.0,94.44,1.184,North
"2021-05-19 - Canucks 2, Flames 6",44.483333333333,44.87,37.5,5.56,76.0,0.816,North
